AUTH_CDT,MERCH_CAT_CD,TRAN_FRAUD,ZIP_CD,ECI_IND,APPROVED_AMT,DECLINE_RES1,AUTH_CD,ADFLAG,MCC_Description,ECI_Description,TRAN_FRAUD_N,TRAN_FRAUD_Y,ADFLAG_BINARY
2023-12-28,7011,N,N8H3P,6,118.81,0,06610E,approved,"Lodging - Hotels, Motels",Authentication Attempted,1,0,1
2024-01-01,7523,N,N8H3P,0,8.95,7,07432E,decline,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,0
2024-01-01,7523,N,N8H3P,0,12.41,0,09568E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-01,7523,N,N8H3P,0,4.44,0,06643E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-01,7523,N,N8H3P,0,4.44,0,09819E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-02,7523,N,N8H3P,0,5.77,0,08578E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-02,7991,N,N8H3P,2,105.48,8997,00445E,approved,Tourist Attractions,Authentication Successful,1,0,1
2024-01-02,7523,N,N8H3P,0,3.12,0,07792E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-04,7523,N,N8H3P,0,5.28,0,02981E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-05,4816,N,N8H3P,6,19.2,0,07264E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-07,5818,N,N8H5L,0,25.45,7,01398E,decline,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,0
2024-01-07,5818,N,N8H5L,0,19.4,7,06074E,decline,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,0
2024-01-07,5999,N,N8H5L,0,5.22,7,03586E,decline,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,0
2024-01-11,5999,N,N8H5L,7,27.52,9004,01529E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2024-01-14,4816,N,N8H5L,0,24.0,7,00574E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-14,4816,N,N8H5L,6,13.2,0,00304E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-15,4816,N,N8H5L,6,98.59,0,02167E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-15,5611,N,N8H5L,6,14.1,7,03659E,decline,Men’s Clothing Stores,Authentication Attempted,1,0,0
2024-01-15,5611,N,N8H5L,6,25.12,7,08674E,decline,Men’s Clothing Stores,Authentication Attempted,1,0,0
2024-01-15,5611,N,N8H5L,6,109.52,0,09206E,approved,Men’s Clothing Stores,Authentication Attempted,1,0,1
2024-01-17,5621,N,N8H5L,7,50.62,0,06510E,approved,Women's Clothing Stores,Authentication Failed/Unavailable,1,0,1
2024-01-18,8211,N,N8H5L,0,20.0,0,05537E,approved,Elementary and Secondary Schools,Authentication Failed/Unavailable,1,0,1
2024-01-18,5812,N,N8H5L,6,65.49,0,04109E,approved,Restaurants,Authentication Attempted,1,0,1
2024-01-21,5621,N,N8H5L,7,27.52,0,09069E,approved,Women's Clothing Stores,Authentication Failed/Unavailable,1,0,1
2024-01-23,5499,N,N8H5L,6,55.65,0,07579E,approved,Miscellaneous Food Stores,Authentication Attempted,1,0,1
2024-01-23,8398,N,N8H5L,0,80.0,0,06645E,approved,Charitable and Social Service Organizations,Authentication Failed/Unavailable,1,0,1
2024-01-24,4899,N,N8H5L,7,23.72,0,08963E,approved,"Cable, Satellite, and Other Pay Television and Radio Services",Authentication Failed/Unavailable,1,0,1
2024-01-25,5999,N,N8H5L,6,27.52,9004,02239E,approved,Miscellaneous Retail Stores,Authentication Attempted,1,0,1
2024-01-26,4816,N,N8H5L,6,10.16,0,03619E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-26,5968,N,N8H5L,6,11.29,0,05449E,approved,Direct Marketing - Other Direct Marketers,Authentication Attempted,1,0,1
2023-10-30,5621,N,L6H3K,6,89.26,0,07453E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-11-04,4816,N,L6H3K,6,33.89,0,04281E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-08,5734,N,L6H3K,0,14.39,7,08305E,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2023-11-10,5621,N,L6H3K,6,27.52,0,08763E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-11-14,4816,N,L6H3K,6,16.94,0,09120E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-14,4816,N,L6H3K,6,22.59,0,05173E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-15,5818,N,L6H3K,0,1.46,8997,05635E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2023-11-17,5734,N,L6H3K,0,0.72,7,06592E,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2023-11-17,5995,N,L6H3K,0,72.88,0,08238E,approved,Pet Shops,Authentication Failed/Unavailable,1,0,1
2023-11-20,8398,N,L6H3K,7,75.0,0,02534E,approved,Charitable and Social Service Organizations,Authentication Failed/Unavailable,1,0,1
2023-11-20,5094,N,L6H3K,6,47.46,0,09516E,approved,Jewelry and Watch Stores,Authentication Attempted,1,0,1
2023-11-20,7299,N,L6H3K,0,27.52,8997,02032E,approved,Miscellaneous Personal Services,Authentication Failed/Unavailable,1,0,1
2023-11-21,4814,N,L6H3K,0,84.75,0,06020E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2023-11-22,4816,N,L6H3K,6,27.69,0,01617E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-23,5734,N,L6H3K,0,15.58,7,08708E,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2023-11-23,5734,N,L6H3K,0,55.37,0,08762E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2023-11-24,4816,N,L6H3K,6,39.22,0,00259E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-25,5621,N,L6H3K,6,106.59,0,06621E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-11-25,4225,N,L6H3K,0,27.52,0,03088E,approved,Public Warehousing and Storage,Authentication Failed/Unavailable,1,0,1
2023-11-28,5621,N,L6H3K,6,21.31,0,03199E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-11-28,4816,N,L6H3K,6,96.85,0,04097E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-30,4816,N,L6H3K,6,15.81,0,05149E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-02,5300,N,L6H3K,0,33.89,0,00816E,approved,Discount Stores,Authentication Failed/Unavailable,1,0,1
2023-12-04,8398,N,L6H3K,6,51.0,0,02270E,approved,Charitable and Social Service Organizations,Authentication Attempted,1,0,1
2023-12-07,5621,N,L6H3K,6,71.07,0,06327E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-12-13,5995,N,L6H3K,0,7.57,7,08592E,decline,Pet Shops,Authentication Failed/Unavailable,1,0,0
2023-12-13,5995,N,L6H3K,0,20.33,0,08970E,approved,Pet Shops,Authentication Failed/Unavailable,1,0,1
2023-12-15,5818,N,L6H3K,0,1.46,9004,00382E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2023-12-18,5977,N,L6H3K,0,32.16,0,02421E,approved,"Cosmetics, Beauty Supplies",Authentication Failed/Unavailable,1,0,1
2023-12-20,8398,N,L6H3K,7,75.0,0,07897E,approved,Charitable and Social Service Organizations,Authentication Failed/Unavailable,1,0,1
2023-12-20,5621,N,L6H3K,6,56.4,0,09423E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-12-20,7299,N,L6H3K,0,27.52,9004,01827E,approved,Miscellaneous Personal Services,Authentication Failed/Unavailable,1,0,1
2023-12-21,4814,N,L6H3K,0,84.75,0,02948E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2023-12-21,5621,N,L6H3K,6,56.4,0,09226E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2023-12-23,5300,N,L6H3K,0,49.99,0,03681E,approved,Discount Stores,Authentication Failed/Unavailable,1,0,1
2023-12-23,5968,N,L6H3K,6,1.12,0,03571E,approved,Direct Marketing - Other Direct Marketers,Authentication Attempted,1,0,1
2023-12-23,4816,N,L6H3K,6,32.76,0,02907E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-24,5816,N,L6H3K,7,123.17,0,00489E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-29,5094,N,L6H3K,6,27.52,0,00291E,approved,Jewelry and Watch Stores,Authentication Attempted,1,0,1
2024-01-10,4816,N,L6H3K,0,7.8,7,08143E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-11,4816,N,L6H3K,6,27.52,8997,08406E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-12,4816,N,L6H3K,6,90.51,0,03142E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-15,5818,N,L6H3K,0,1.46,9004,08402E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2024-01-17,5621,N,L6H3K,6,78.98,0,03051E,approved,Women's Clothing Stores,Authentication Attempted,1,0,1
2024-01-18,4816,N,L6H3K,6,24.46,0,09492E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-20,8398,N,L6H3K,7,75.0,0,09463E,approved,Charitable and Social Service Organizations,Authentication Failed/Unavailable,1,0,1
2024-01-21,4814,N,L6H3K,0,84.75,0,04474E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2024-01-22,7299,N,L6H3K,0,27.52,9004,08994E,approved,Miscellaneous Personal Services,Authentication Failed/Unavailable,1,0,1
2024-01-22,4816,N,L6H3K,6,30.5,0,05413E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-23,4816,N,L6H3K,6,22.5,0,04469E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-29,5968,N,L6H3K,6,11.29,0,04730E,approved,Direct Marketing - Other Direct Marketers,Authentication Attempted,1,0,1
2024-01-30,4816,N,L6H3K,6,39.54,0,03742E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-04,4812,N,L6Y5K,0,28.25,0,07906E,approved,Telegraph Services,Authentication Failed/Unavailable,1,0,1
2023-11-08,4812,N,L6Y5K,0,46.33,0,01203E,approved,Telegraph Services,Authentication Failed/Unavailable,1,0,1
2023-11-21,5965,N,L6Y5K,0,27.52,8997,04431E,approved,Telephone Sales,Authentication Failed/Unavailable,1,0,1
2023-11-21,5965,N,L6Y5K,0,118.64,8997,07235E,approved,Telephone Sales,Authentication Failed/Unavailable,1,0,1
2023-11-21,5965,N,L6Y5K,0,118.64,8997,04434E,approved,Telephone Sales,Authentication Failed/Unavailable,1,0,1
2023-11-27,5691,N,L6Y5K,0,67.99,0,03253E,approved,Men’s and Boys’ Clothing Stores,Authentication Failed/Unavailable,1,0,1
2023-12-09,9406,N,L6Y5K,0,22.04,7,09767E,decline,Postal Services,Authentication Failed/Unavailable,1,0,0
2023-12-09,9406,N,L6Y5K,2,7.0,8997,01048E,approved,Postal Services,Authentication Successful,1,0,1
2024-01-13,4111,N,L6Y5K,0,60.0,0,08556E,approved,Transportation Services,Authentication Failed/Unavailable,1,0,1
2023-11-04,5814,N,M3B3B,0,1.89,0,01306E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-12,5814,N,M3B3B,0,10.74,0,06244E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-29,5734,N,M1C3V,0,14.06,560,0,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2023-11-01,5816,N,R6P0G,6,33.59,0,06648E,approved,Fast Food Restaurants,Authentication Attempted,1,0,1
2023-11-02,5814,N,R6P0G,0,2.45,0,00308E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-05,5814,N,R6P0G,0,4.44,0,04880E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-05,4816,N,R6P0G,6,106.37,8997,08809E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-05,5311,N,R6P0G,0,21.35,0,04315E,approved,Department Stores,Authentication Failed/Unavailable,1,0,1
2023-11-08,7922,N,R6P0G,0,23.96,0,07532E,approved,Theatrical Producers and Ticket Agencies,Authentication Failed/Unavailable,1,0,1
2023-11-10,5814,N,R6P0G,0,4.64,0,07117E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-13,4899,N,R6P0G,7,11.19,0,01239E,approved,"Cable, Satellite, and Other Pay Television and Radio Services",Authentication Failed/Unavailable,1,0,1
2023-11-14,5814,N,R6P0G,2,18.91,8997,06576E,approved,Fast Food Restaurants,Authentication Successful,1,0,1
2023-11-14,5812,N,R6P0G,0,7.99,7,09738E,decline,Restaurants,Authentication Failed/Unavailable,1,0,0
2023-11-14,5814,N,R6P0G,0,2.24,0,01082E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-17,5044,N,R6P0G,2,40.31,8997,04585E,approved,Office Equipment,Authentication Successful,1,0,1
2023-11-21,5699,N,R6P0G,2,52.34,8997,05172E,approved,Miscellaneous Apparel and Accessory Shops,Authentication Successful,1,0,1
2023-11-21,4816,N,R6P0G,6,52.16,0,09426E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-22,4816,N,R6P0G,6,101.82,8997,05279E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-23,5814,N,R6P0G,2,7.83,8997,04552E,approved,Fast Food Restaurants,Authentication Successful,1,0,1
2023-11-24,5814,N,R6P0G,0,4.44,0,03155E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-27,5814,N,R6P0G,0,4.11,0,07922E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-27,4816,N,R6P0G,6,70.54,0,06808E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-29,5814,N,R6P0G,0,7.59,0,04713E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-29,5814,N,R6P0G,2,20.92,8997,03001E,approved,Fast Food Restaurants,Authentication Successful,1,0,1
2023-11-29,5816,N,R6P0G,6,15.1,0,00632E,approved,Fast Food Restaurants,Authentication Attempted,1,0,1
2023-12-06,5814,N,R6P0G,0,2.31,0,07135E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-10,5814,N,R6P0G,0,17.23,0,08560E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-12,5814,N,R6P0G,0,4.64,0,02163E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-13,4899,N,R6P0G,7,11.19,0,02412E,approved,"Cable, Satellite, and Other Pay Television and Radio Services",Authentication Failed/Unavailable,1,0,1
2023-12-17,5814,N,R6P0G,0,2.31,0,05753E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-22,5814,N,R6P0G,0,4.64,0,03948E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-25,5814,N,R6P0G,0,16.57,0,02131E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-28,5814,N,R6P0G,0,2.31,0,00096E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-28,5814,N,R6P0G,0,4.8,0,04608E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-30,5814,N,R6P0G,0,4.64,0,03610E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-02,5814,N,R6P0G,0,18.71,7,00031E,decline,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,0
2024-01-02,5814,N,R6P0G,0,32.09,0,00144E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-04,5814,N,R6P0G,0,4.64,0,04925E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-10,5814,N,R6P0G,0,2.31,0,05627E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-11,5814,N,R6P0G,0,10.49,0,03119E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-12,5814,N,R6P0G,2,11.77,8997,08235E,approved,Fast Food Restaurants,Authentication Successful,1,0,1
2024-01-13,4899,N,R6P0G,7,11.19,0,01736E,approved,"Cable, Satellite, and Other Pay Television and Radio Services",Authentication Failed/Unavailable,1,0,1
2024-01-13,5814,N,R6P0G,0,23.5,0,07706E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-13,5941,N,R6P0G,2,27.52,8997,01756E,approved,Sporting Goods Stores,Authentication Successful,1,0,1
2024-01-16,5814,N,R6P0G,0,2.31,0,03463E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-17,5814,N,R6P0G,0,2.31,0,01992E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-17,7523,N,R6P0G,0,115.0,8997,08727E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-18,5814,N,R6P0G,0,10.42,0,09049E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-20,4899,N,R6P0G,2,0.3,7,04834E,decline,"Cable, Satellite, and Other Pay Television and Radio Services",Authentication Successful,1,0,0
2024-01-21,5814,N,R6P0G,0,19.02,0,00750E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-23,4816,N,R6P0G,0,16.5,7,01202E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-23,5812,N,R6P0G,0,6.14,7,06739E,decline,Restaurants,Authentication Failed/Unavailable,1,0,0
2024-01-23,5812,N,R6P0G,2,39.02,8997,08062E,approved,Restaurants,Authentication Successful,1,0,1
2024-01-23,5399,N,R6P0G,0,28.52,0,05233E,approved,Miscellaneous General Merchandise,Authentication Failed/Unavailable,1,0,1
2024-01-23,4816,N,R6P0G,6,54.86,0,03717E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-24,4816,N,R6P0G,6,19.01,0,05093E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-28,5814,N,R6P0G,0,2.31,0,02464E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-29,5814,N,R6P0G,0,4.8,0,05581E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2024-01-29,4816,N,R6P0G,6,44.79,0,03748E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-15,5300,N,K2B7T,0,23.22,500,0,decline,Discount Stores,Authentication Failed/Unavailable,1,0,0
2023-11-01,3009,N,H3E0A,0,77.28,0,09396E,approved,Airlines,Authentication Failed/Unavailable,1,0,1
2023-11-01,3009,N,H3E0A,2,64.4,8997,06352E,approved,Airlines,Authentication Successful,1,0,1
2023-11-01,5300,N,H3E0A,0,68.99,0,03751E,approved,Discount Stores,Authentication Failed/Unavailable,1,0,1
2023-11-06,7829,N,H3E0A,0,14.94,0,06117E,approved,Film Processing,Authentication Failed/Unavailable,1,0,1
2023-11-07,4816,N,H3E0A,0,27.52,8997,05293E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-11-13,4816,N,H3E0A,0,0.06,7,02334E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-11-13,4816,N,H3E0A,0,27.52,8997,05106E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-11-27,7523,N,H3E0A,0,10.07,0,03174E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-06,7829,N,H3E0A,0,14.94,0,06135E,approved,Film Processing,Authentication Failed/Unavailable,1,0,1
2023-12-11,5968,N,H3E0A,0,1.14,0,06839E,approved,Direct Marketing - Other Direct Marketers,Authentication Failed/Unavailable,1,0,1
2023-12-11,4816,N,H3E0A,0,132.21,8997,04515E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-11,4816,N,H3E0A,0,21.72,0,04610E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-12,7523,N,H3E0A,0,3.57,0,06693E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-12,7523,N,H3E0A,0,0.73,0,06134E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-17,4816,N,H3E0A,0,15.01,7,07617E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-12-18,4816,N,H3E0A,0,111.47,8997,02932E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-18,5968,N,H3E0A,0,11.49,0,08790E,approved,Direct Marketing - Other Direct Marketers,Authentication Failed/Unavailable,1,0,1
2023-12-21,3009,N,H3E0A,0,63.0,0,09712E,approved,Airlines,Authentication Failed/Unavailable,1,0,1
2024-01-01,4816,N,H3E0A,0,31.21,8997,08466E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2024-01-01,4816,N,H3E0A,0,70.08,8997,06250E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2024-01-03,4816,N,H3E0A,0,14.84,0,02610E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2024-01-06,7829,N,H3E0A,0,14.94,0,06122E,approved,Film Processing,Authentication Failed/Unavailable,1,0,1
2024-01-11,7523,N,H3E0A,0,2.52,0,08472E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-12,4816,N,H3E0A,0,67.84,0,06247E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2024-01-18,5734,N,H3E0A,0,26.16,7,05020E,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2024-01-18,5311,N,H3E0A,6,28.69,0,00155E,approved,Department Stores,Authentication Attempted,1,0,1
2024-01-18,5968,N,H3E0A,0,11.49,0,07271E,approved,Direct Marketing - Other Direct Marketers,Authentication Failed/Unavailable,1,0,1
2024-01-20,5311,N,H3E0A,0,25.78,0,00016E,approved,Department Stores,Authentication Failed/Unavailable,1,0,1
2024-01-26,5200,N,H3E0A,0,16.55,7,04108E,decline,Home Improvement Stores,Authentication Failed/Unavailable,1,0,0
2024-01-26,5200,N,H3E0A,0,27.52,9004,09944E,approved,Home Improvement Stores,Authentication Failed/Unavailable,1,0,1
2024-01-28,7922,N,H3E0A,0,71.0,0,06444E,approved,Theatrical Producers and Ticket Agencies,Authentication Failed/Unavailable,1,0,1
2024-01-30,5311,N,H3E0A,6,22.4,0,05766E,approved,Department Stores,Authentication Attempted,1,0,1
2023-10-30,4816,N,L5M7L,6,112.88,8997,03735E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-02,4816,N,L5M7L,6,12.85,0,07722E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-02,4816,N,L5M7L,6,9.38,0,00276E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-03,4816,N,L5M7L,6,34.11,0,06904E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-04,7997,N,L5M7L,0,27.52,8997,09292E,approved,"Membership Clubs (Sports, Recreation)",Authentication Failed/Unavailable,1,0,1
2023-11-07,4111,N,L5M7L,0,20.0,0,00784E,approved,Transportation Services,Authentication Failed/Unavailable,1,0,1
2023-11-07,4816,N,L5M7L,6,56.48,0,09385E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-08,7997,N,L5M7L,0,27.52,8997,05826E,approved,"Membership Clubs (Sports, Recreation)",Authentication Failed/Unavailable,1,0,1
2023-11-09,5734,N,L5M7L,0,11.29,0,09119E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2023-11-09,5734,N,L5M7L,0,15.64,7,04397E,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2023-11-09,5734,N,L5M7L,0,19.37,7,04566E,decline,Computer Software Stores,Authentication Failed/Unavailable,1,0,0
2023-11-09,5921,N,L5M7L,0,27.52,8997,04689E,approved,Pawn Shops,Authentication Failed/Unavailable,1,0,1
2023-11-13,4816,N,L5M7L,6,33.81,0,07025E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-13,4816,N,L5M7L,6,20.46,0,07155E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-13,4816,N,L5M7L,6,24.4,0,00179E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-13,4816,N,L5M7L,6,24.85,0,00218E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-14,4814,N,L5M7L,0,90.39,0,06257E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2023-11-18,4816,N,L5M7L,0,17.27,7,01743E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-11-18,4816,N,L5M7L,6,28.65,0,07501E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,60.43,0,07519E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,63.27,0,07681E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,6.22,0,05034E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,7.11,0,05198E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,18.65,0,05334E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,11.26,0,05483E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,27.52,8997,05539E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,45.0,0,03008E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,4816,N,L5M7L,6,55.36,0,03623E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-21,4111,N,L5M7L,0,20.0,0,06645E,approved,Transportation Services,Authentication Failed/Unavailable,1,0,1
2023-11-23,5691,N,L5M7L,0,98.32,0,07255E,approved,Men’s and Boys’ Clothing Stores,Authentication Failed/Unavailable,1,0,1
2023-11-23,4816,N,L5M7L,6,27.52,8997,09118E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-23,4816,N,L5M7L,6,43.29,0,09199E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-23,4816,N,L5M7L,6,107.02,8997,08620E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-24,4816,N,L5M7L,6,73.11,0,07197E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-25,4816,N,L5M7L,6,45.19,0,00271E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-26,4816,N,L5M7L,6,66.65,0,03686E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
